Norma,Escala Normativa,Ambito Territorial,CCAA,Provincia,Ciudad,URL,Codigo del Documento,Sostenibilidad Económica,Sostenibilidad Ambiental,Cambio Climático,Sostenibilidad Social,Gobernanza Urbana,Comentario,Etiquetador,Fecha Etiquetado,Validador,Fecha Validado,Sostenibilidad Económica.1,Sostenibilidad Ambiental.1,Cambio Climático.1,Sostenibilidad Social.1,Gobernanza Urbana.1,Norma_translated
"Ley 10/2010, de 27 de julio, de medidas urgentes relativas a determinadas infraestructuras y equipamientos de interés general en materia de ordenación territorial, urbanismo y de impulso a la inversión",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2010-13432,1140,E00000000000000,A000000000000000000000000001000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,AMB_020900,,,GOB_010600; GOB_040000,"Ley 10/2010, de 27 de julio, de medidas urgentes relativas a determinadas infraestructuras y equipamientos de interés general en materia de ordenación territorial, urbanismo y de impulso a la inversión"
"Ley 12/2017, de 29 de diciembre, de urbanismo de las Illes Balears",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2018-806,1141,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 12/2017, de 29 de diciembre, de urbanismo de las Illes Balears"
"Decreto-ley 1/2018, de 19 de enero, de medidas urgentes para la mejora y/o la ampliación de la red de equipamientos públicos de usos educativos, sanitarios o sociales de la Comunidad Autónoma de las Islas Baleares",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2018-3363,1142,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,"Decreto-ley 1/2018, de 19 de enero, de medidas urgentes para la mejora y/o la ampliación de la red de equipamientos públicos de usos educativos, sanitarios o sociales de la Comunidad Autónoma de las Islas Baleares"
"Ley 14/2019, de 29 de marzo, de proyectos industriales estratégicos de las Illes Balears",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2019-6699,1143,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,ECO_040000,,,,GOB_010600,"Ley 14/2019, de 29 de marzo, de proyectos industriales estratégicos de las Illes Balears"
"Decreto-ley 3/2020, de 28 de febrero, de medidas urgentes en materia de vivienda",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2020-5020,1144,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000001000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,SOC_050800,GOB_010600; GOB_040000,"Decreto-ley 3/2020, de 28 de febrero, de medidas urgentes en materia de vivienda"
"Decreto-ley 9/2020, de 25 de mayo, de medidas urgentes de protección del territorio de las Illes Balears",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2020-8012,1145,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,"Decreto-ley 9/2020, de 25 de mayo, de medidas urgentes de protección del territorio de las Illes Balears"
"Ley 2/2020, de 15 de octubre, de medidas urgentes y extraordinarias para el impulso de la actividad económica y la simplificación administrativa en el ámbito de las administraciones públicas de las Illes Balears para paliar los efectos de la crisis ocasionada por la COVID-19",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2020-14467,1146,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 2/2020, de 15 de octubre, de medidas urgentes y extraordinarias para el impulso de la actividad económica y la simplificación administrativa en el ámbito de las administraciones públicas de las Illes Balears para paliar los efectos de la crisis ocasionada por la COVID-19"
"Ley 8/2009, de 21 de diciembre, de Medidas Liberalizadoras y de Apoyo a la Empresa Madrileña",LEY_CCAA,CCAA,"Madrid, Comunidad de",,,https://www.boe.es/buscar/act.php?id=BOE-A-2010-4181,1147,E00010000010000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,ECO_040000; ECO_090000,,,,GOB_010600,"Ley 8/2009, de 21 de diciembre, de Medidas Liberalizadoras y de Apoyo a la Empresa Madrileña"
Distribución de Competencias en Materia de Ordenación del Territorio y Urbanismo,LEY_CCAA,CCAA,"Madrid, Comunidad de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=080&nota=1&tab=2,1148,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Distribución de Competencias en Materia de Ordenación del Territorio y Urbanismo
Jurado Territorial de Expropiación Forzosa,LEY_CCAA,CCAA,"Madrid, Comunidad de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=080&nota=1&tab=2,1149,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Jurado Territorial de Expropiación Forzosa
Requisitos Urbanísticos de las Infraestructuras Eléctricas,LEY_CCAA,CCAA,"Madrid, Comunidad de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=080&nota=1&tab=2,1150,E00000000000000,A000000000000000000000000000000000000001000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,AMB_021300,,,GOB_010600; GOB_040000,Requisitos Urbanísticos de las Infraestructuras Eléctricas
Modificaciones no Sustanciales de Planeamiento Urbanístico,LEY_CCAA,CCAA,"Madrid, Comunidad de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=080&nota=1&tab=2,1151,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Modificaciones no Sustanciales de Planeamiento Urbanístico
Reglamento de Organización y Funcionamiento Interno de la Comisión de Urbanismo de Madrid,LEY_CCAA,CCAA,"Madrid, Comunidad de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=080&nota=1&tab=2,1152,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Organización y Funcionamiento Interno de la Comisión de Urbanismo de Madrid
"Ley 10/1998, de 5 de diciembre, de Ordenación del Territorio de la Comunidad de Castilla y León",LEY_CCAA,CCAA,Castilla y León,,,https://www.boe.es/buscar/act.php?id=BOE-A-1999-1240,1153,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 10/1998, de 5 de diciembre, de Ordenación del Territorio de la Comunidad de Castilla y León"
"Ley 5/1999, de 8 de abril, de Urbanismo de Castilla y León",LEY_CCAA,CCAA,Castilla y León,,,https://www.boe.es/buscar/act.php?id=BOE-A-1999-12599,1154,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 5/1999, de 8 de abril, de Urbanismo de Castilla y León"
Reglamento de Urbanismo,LEY_CCAA,CCAA,Castilla y León,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=075&nota=1&tab=2,1155,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Urbanismo
Norma Técnica Urbanística sobre Equipamiento Comercial,LEY_CCAA,CCAA,Castilla y León,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=075&nota=1&tab=2,1156,E00000000000000,A000000000000000000000000001000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,AMB_020900,,,GOB_010600; GOB_040000,Norma Técnica Urbanística sobre Equipamiento Comercial
"Comisiones Territoriales y Consejo de Medio Ambiente, Urbanismo y Ordenación del Territorio",LEY_CCAA,CCAA,Castilla y León,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=075&nota=1&tab=2,1157,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Comisiones Territoriales y Consejo de Medio Ambiente, Urbanismo y Ordenación del Territorio"
Decreto por el que se modifica el Reglamento de Urbanismo,LEY_CCAA,CCAA,Castilla y León,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=075&nota=1&tab=2,1158,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,Decreto por el que se modifica el Reglamento de Urbanismo
"Ley 29/1994, de 24 de noviembre, de Arrendamientos Urbanos",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1994-26003,1159,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español,,,,,,,,SOC_050801,GOB_010700,"Ley 29/1994, de 24 de noviembre, de Arrendamientos Urbanos"
"Ley 4/2013, de 4 de junio, de medidas de flexibilización y fomento del mercado del alquiler de viviendas",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-2013-5941,1160,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español,,,,,,,,SOC_050801,GOB_010700,"Ley 4/2013, de 4 de junio, de medidas de flexibilización y fomento del mercado del alquiler de viviendas"
"Ley 38/1999, de 5 de noviembre, de Ordenación de la Edificación",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1999-21567,1161,E00000000000000,A000000000000000000000101000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000010000000000000,En español,,,,,,AMB_020500; AMB_020600,,,GOB_010700,"Ley 38/1999, de 5 de noviembre, de Ordenación de la Edificación"
"Real Decreto 297/1996, de 23 de febrero, sobre inscripción en el Registro de la Propiedad de los Contratos de Arrendamientos Urbanos",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1996-5930,1162,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español; real decreto,,,,,,,,SOC_050801,GOB_010700,"Real Decreto 297/1996, de 23 de febrero, sobre inscripción en el Registro de la Propiedad de los Contratos de Arrendamientos Urbanos"
"Real Decreto 515/1989, de 21 de abril, sobre protección de los consumidores en cuanto a la información a suministrar en la compra-venta y arrendamiento de viviendas",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1989-11181,1163,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español; real decreto,,,,,,,,SOC_050801,GOB_010700,"Real Decreto 515/1989, de 21 de abril, sobre protección de los consumidores en cuanto a la información a suministrar en la compra-venta y arrendamiento de viviendas"
"Ley 1/2013, de 14 de mayo, de medidas para reforzar la protección a los deudores hipotecarios, reestructuración de deuda y alquiler social",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-2013-5073,1164,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español,,,,,,,,SOC_050801,GOB_010700,"Ley 1/2013, de 14 de mayo, de medidas para reforzar la protección a los deudores hipotecarios, reestructuración de deuda y alquiler social"
"Real Decreto-ley 31/1978, de 31 de octubre, sobre política de viviendas de protección oficial",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1978-27765,1165,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español,,,,,,,,SOC_050801,GOB_010700,"Real Decreto-ley 31/1978, de 31 de octubre, sobre política de viviendas de protección oficial"
"Real Decreto 3148/1978, de 10 de noviembre, por el que se desarrolla el Real Decreto-ley 31/1978, de 31 de octubre, sobre Política de Vivienda",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1979-1217,1166,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español,,,,,,,,SOC_050801,GOB_010700,"Real Decreto 3148/1978, de 10 de noviembre, por el que se desarrolla el Real Decreto-ley 31/1978, de 31 de octubre, sobre Política de Vivienda"
"Decreto 2114/1968, de 24 de julio, por el que se aprueba el Reglamento para la aplicación de la Ley sobre Viviendas de Protección Oficial, texto refundido aprobado por Decretos 2131/1963, de 24 de julio, y 3964/1964, de 3 de diciembre",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1968-1060,1167,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español; decreto,,,,,,,,SOC_050801,GOB_010700,"Decreto 2114/1968, de 24 de julio, por el que se aprueba el Reglamento para la aplicación de la Ley sobre Viviendas de Protección Oficial, texto refundido aprobado por Decretos 2131/1963, de 24 de julio, y 3964/1964, de 3 de diciembre"
"Orden de 19 de enero de 1979 por la que se regula el cambio de régimen normativo de viviendas de protección oficial al amparo de lo dispuesto en las normas transitorias del Real Decreto 3148/1978, de 10 de noviembre",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1979-3279,1168,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español; orden,,,,,,,,SOC_050801,GOB_010700,"Orden de 19 de enero de 1979 por la que se regula el cambio de régimen normativo de viviendas de protección oficial al amparo de lo dispuesto en las normas transitorias del Real Decreto 3148/1978, de 10 de noviembre"
"Orden de 4 de mayo de 1970 por la que se modifican las Ordenanzas Provisionales de Viviendas de Protección Oficial, aprobadas por la Orden de 20 de mayo de 1969",LEY_EST,EST,,,,https://www.boe.es/buscar/act.php?id=BOE-A-1970-527,1169,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G000000010000000000000,En español; orden,,,,,,,,SOC_050801,GOB_010700,"Orden de 4 de mayo de 1970 por la que se modifican las Ordenanzas Provisionales de Viviendas de Protección Oficial, aprobadas por la Orden de 20 de mayo de 1969"
